accession,phylum,class,order,family,genus
AF165214,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AB008550,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KJ000058,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KP085586,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KM458633,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC310802,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KC310803,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KC310804,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KC310806,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KM581061,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
KM501444,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KM407600,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KM253764,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
KM272358,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KM378617,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KJ603229,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KJ888149,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KM199770,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
KM216423,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AB981169,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
KM224878,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KM224879,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KF475786,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC012913,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KF831354,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KF322026,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
LK392619,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
KJ596420,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KJ746502,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
KJ802832,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KJ140076,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
HG799490,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
HG799496,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
HG799497,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
KJ572845,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KJ572844,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KJ507099,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KJ507100,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KJ025957,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
HG934470,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KJ192399,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HG934469,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KJ395778,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KJ409772,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KF929199,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KJ210330,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KF977490,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
KJ002054,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
KF623293,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KC595278,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC595279,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
HG424323,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AB903967,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JQ809663,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
KC131129,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KF614509,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
KF156338,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KF156339,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KF156340,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
KF620435,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KF766114,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KF626666,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
KF626667,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
KC862295,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862296,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862297,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862298,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862299,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862300,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC862301,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AB863625,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
HG380752,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
KF669653,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KF669654,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC814930,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
KF562864,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KF562865,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
HF563658,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
AB854109,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
KF361475,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KF589919,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC911856,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC911857,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JX846612,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX501340,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KF147891,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
KC139512,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139514,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139515,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139517,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139518,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139519,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139520,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC139521,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JX880072,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HE962497,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
KC677663,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC342645,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC677662,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
KC438282,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
KC438283,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ317383,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634178,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974312,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JF974313,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JF974314,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
JF974315,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
HQ317393,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JX094501,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC700556,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
KC700557,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
KC700558,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
KC832325,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ957932,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX013863,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
KC710998,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
HM114277,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JX173487,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
HQ634187,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634188,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634189,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634190,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634191,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634194,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ634196,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JF974292,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974293,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974295,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
JF974307,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum
JF974308,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
HQ332142,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
HQ633071,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ634153,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,
HQ634156,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ634157,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ634177,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974287,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ317290,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ317291,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ317292,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ317386,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ317387,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
HQ317391,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ317384,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
HQ317388,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ317389,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JX846613,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
HQ316579,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ316580,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
HQ316581,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ316582,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ316583,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ316603,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU595417,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
HQ331142,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
HE861935,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
JF461087,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JX000007,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
JX878496,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
JX556418,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JX878671,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AB720064,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
JX556417,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JX875065,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN871591,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JX872508,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
HE983845,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JX879087,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
JX182369,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
JX182370,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
JX182371,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
JX182372,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
JX863101,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JQ965645,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ686190,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JQ341413,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
JX194239,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
HE956708,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
HE956709,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
HE956710,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
JX262376,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
JQ762257,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JN192400,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN192401,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
HE614281,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN849462,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JX080300,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX080301,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX080302,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX080303,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX080304,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX080305,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JX131330,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
AB720063,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
JQ780327,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
JQ806763,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ806764,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ965700,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
JQ965701,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
JQ965702,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
JQ965703,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
CP003186,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium
JQ801337,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JN022534,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
JQ768459,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
HE611333,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
HE775250,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ779023,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JQ779024,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JF900176,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ780163,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JQ446452,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
JQ177061,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JQ177064,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JQ288021,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JQ307386,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JQ307387,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JQ340389,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JN700519,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN700520,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN700521,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JQ066768,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
HQ317385,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974288,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JF974289,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JQ245707,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JN991020,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
HQ698895,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
JQ007353,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AB626962,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
AB626963,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
JN627160,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JN984867,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
JN116822,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JN116823,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JN116824,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JN116825,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JN116826,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
JN116827,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
HQ316604,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
JN126049,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JN190960,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
HM480106,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HQ225832,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera
HQ259103,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
JN175269,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
JF270478,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
FR852584,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
GU070616,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
HM997019,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AP011616,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
AP011617,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
HQ832595,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
HQ163896,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
CP002889,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
HQ615693,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HM151342,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
GU936714,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU936715,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
HM035024,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
HM035025,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
HQ641340,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641341,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641343,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641344,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641345,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641346,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641347,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641348,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641349,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641350,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641351,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641352,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641353,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HQ641354,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
HM486077,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GU583987,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GU573886,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
AB597179,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
HQ268735,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
HQ333270,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GU071094,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071095,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071096,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071097,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071098,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071105,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071106,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071107,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GU071108,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus
GQ981382,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella
GU477322,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
FQ312032,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
FR667955,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
GQ379227,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
GU580940,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GU580941,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GU580942,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GU580943,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
EU418428,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
FN594518,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
FJ226752,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
FJ236310,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
